,title,content,video_url,summary
0,"[슬기로운 투자 생각] 중국 부동산은 침체인데, 가전 업체들 주가는 UP... 무슨 일이? #중국증시 #로보락","【이인구의 슬기로운 투자 생각】 ep4. 중국투자전략
출연: 이인구 이사(미래에셋증권 디지털리서치팀)

00:00 하이라이트
00:25 중국 매크로 점검 
03:35 중국 해외 무역 비중 변화
05:21 중국 주요 가전업체 주가 
06:20 클로징

#중국증시 #투자전략 #이인구 #미래에셋증권 #로보락 #roborock 
#KOR #ENG #IND 

[▼보고서 보기▼]
[중국 투자 전략] 경기 회복의 새로운 시그널
https://securities.miraeasset.com/bbs...
챕터
모두 보기
하이라이트
0:00
중국 매크로 점검
0:25
중국 해외 무역 비중 변화
3:35
중국 주요 가전업체 주가
5:21
스크립트
스크립트를 보면서 시청하세요.
스크립트 표시
미래에셋 스마트머니
구독자 149만명
동영상
정보
페이스북
[슬기로운 투자 생각] 지금이 진짜 중국 증시 저점일까?
제작자: 미래에셋 스마트머니
조회수 2.1만회 · 3개월 전
간략히",https://www.youtube.com/watch?v=JrHgv0R8RIQ&list=PL1-YXgQy7nWwKzL4VwseN46vEIJ-pxmA6&index=1,"이 영상에서는 ""중국 부동산은 침체인데, 가전 업체들 주가는 UP... 무슨 일이?""라는 제목을 통해 중국 부동산 시장과 가전 업체들의 주가 상승에 대한 연관성을 탐구합니다. 0:25에서는 중국 매크로를 점검하고, 3:35에서는 중국 해외 무역 비중 변화를 살펴봅니다. 5:21에서는 중국 주요 가전 업체들의 주가를 분석합니다. 중국 부동산 시장의 침체에도 불구하고 가전 업체들의 주가는 상승하고 있으며, 이는 중국의 해외 무역 비중 변화와 관련이 있을 수 있습니다. 이 영상은 중국 투자 전략을 고민하는 투자자들에게 유용한 정보를 제공합니다."
1,"[슬기로운 투자 생각] 중국 고배당주 ETF, 투자 열풍 이유는? #Hangseng #중국주식 #고배당주","【이인구의 슬기로운 투자 생각】
ep5. 중국 Go! 배당 주!

00:00 하이라이트
00:49 중국 배당주 투자 열풍
01:37 투자대안의 부재와 높은 배당수익률
03:50 중국판 밸류업! 신국9조 
05:08 홍콩배당주는 세제 혜택?
06:35 배당+00은 더욱 중요!
09:10 중국, 홍콩 증시의 새로운 투자 물결..고배당 투자
09:50 클로징

[슬기로운 투자 생각] ▼ 더보기
ep.1. 지금이 진짜 중국 증시 저점일까?
   • [슬기로운 투자 생각] 지금이 진짜 중국 증시 저점일까?  

ep.2. 중국 증시 저점? 중국의 새로운 주도주는?
   • [슬기로운 투자 생각] 중국 증시 저점? 중국의 새로운 주도주는?  

ep.3. 중국의 전략적 투자 방향?
   • [슬기로운 투자 생각] 중국의 전략적 투자 방향?  

ep.4.중국 부동산은 침체인데, 가전 업체들 주가는 UP... 무슨 일이?
   • [슬기로운 투자 생각] 중국 부동산은 침체인데, 가전 업체들 주가는...  


[▼보",https://www.youtube.com/watch?v=u1j5cB9Dqpc&list=PL1-YXgQy7nWwKzL4VwseN46vEIJ-pxmA6&index=2,"이 영상에서는 ""중국 고배당주 ETF, 투자 열풍 이유는?""이라는 제목을 통해 중국 고배당주 투자 열풍에 대해 분석합니다. 0:49에서는 중국 배당주 투자 열풍에 대해 다루고, 1:37에서는 투자 대안의 부재와 높은 배당 수익률에 대해 설명합니다. 03:50에서는 중국판 밸류업인 신국9조에 대해 이야기하고, 05:08에서는 홍콩 배당주의 세제 혜택에 대해 분석합니다. 06:35에서는 배당+00이 더욱 중요하다는 것을 강조하며, 09:10에서는 중국과 홍콩 증시의 새로운 투자 물결로서 고배당 투자를 제안합니다. 이 영상은 중국 고배당주 투자에 대한 다양한 측면을 분석하고, 투자자들에게 유용한 정보를 제공합니다. 중국 고배당주 투자에 관심이 있는 투자자들에게 추천합니다."
2,"반등 랠리 기대주 찾기 ""주가하락, 나는 진짜 억울해"" #CATL | 슬기로운 투자 생각","【이인구의 슬기로운 투자 생각】
ep.6 반등 랠리 기대주 찾기 ""주가하락, 나는 진짜 억울해""

00:00 하이라이트
00:31 주가 하락, 나는 진짜 억울!
01:31 반등 시동! 글로벌 1위 배터리 업체
02:18 한중 주요 배터리제조업체 수익성 비교
02:53 CATL 주가 및 PER 밴드 
03:31 클로징

출연: 이인구 이사(미래에셋증권 디지털리서치팀)

[슬기로운 투자 생각] ▼ 더보기
ep.1. 지금이 진짜 중국 증시 저점일까?
   • [슬기로운 투자 생각] 지금이 진짜 중국 증시 저점일까?  

ep.2. 중국 증시 저점? 중국의 새로운 주도주는?
   • [슬기로운 투자 생각] 중국 증시 저점? 중국의 새로운 주도주는?  

ep.3. 중국의 전략적 투자 방향?
   • [슬기로운 투자 생각] 중국의 전략적 투자 방향?  

ep.4. 중국 부동산은 침체인데, 가전 업체들 주가는 UP... 무슨 일이?
   • [슬기로운 투자 생각] 중국 부동산은 침체인데, 가전 업체들 주가는...",https://www.youtube.com/watch?v=Ms6p1HznC_U&list=PL1-YXgQy7nWwKzL4VwseN46vEIJ-pxmA6&index=3,"이 영상은 ""반등 랠리 기대주 찾기 ""주가 하락, 나는 진짜 억울해""""라는 제목으로, 글로벌 1위 배터리 업체인 CATL을 다룹니다. 영상에서는 CATL이 주가 하락에도 불구하고 진짜 억울한 이유와 한중 주요 배터리 제조업체의 수익성을 비교합니다. 또한, CATL의 주가 및 PER 밴드를 분석하여 투자자들에게 유용한 정보를 제공합니다. 결론적으로, 이 영상은 CATL의 현재 상황과 미래 전망을 분석하여 투자자들에게 반등 랠리 기대주를 찾는 데 도움을 줍니다."
3,"🌝중국 주도주 반등 랠리, 제대로 시동겁니다. 🚌 놓치기 전에 타세요~ [슬기로운 투자 생각] ep.7 #중국주식 #주도주","【이인구의 슬기로운 투자 생각】
ep.6 반등 랠리 기대주 찾기 ""주가하락, 나는 진짜 억울해""

00:00 하이라이트
00:31 주가 하락, 나는 진짜 억울!
01:31 반등 시동! 글로벌 1위 배터리 업체
02:18 한중 주요 배터리제조업체 수익성 비교
02:53 CATL 주가 및 PER 밴드 
03:31 클로징

출연: 이인구 이사(미래에셋증권 디지털리서치팀)

[슬기로운 투자 생각] ▼ 더보기
ep.1. 지금이 진짜 중국 증시 저점일까?
   • [슬기로운 투자 생각] 지금이 진짜 중국 증시 저점일까?  

ep.2. 중국 증시 저점? 중국의 새로운 주도주는?
   • [슬기로운 투자 생각] 중국 증시 저점? 중국의 새로운 주도주는?  

ep.3. 중국의 전략적 투자 방향?
   • [슬기로운 투자 생각] 중국의 전략적 투자 방향?  

ep.4. 중국 부동산은 침체인데, 가전 업체들 주가는 UP... 무슨 일이?
   • [슬기로운 투자 생각] 중국 부동산은 침체인데, 가전 업체들 주가는...",https://www.youtube.com/watch?v=7Yoej1DUR_0&list=PL1-YXgQy7nWwKzL4VwseN46vEIJ-pxmA6&index=4,"이 영상에서는 ""중국 주도주 반등 랠리, 제대로 시동 겁니다""라는 제목을 통해 중국 주식 시장의 주도주에 대한 분석을 다룹니다. 0:31에서는 최근 주가 하락에 대한 의견을 제시하고, 1:31에서는 글로벌 1위 배터리 업체를 중심으로 반등 랠리에 대한 분석을 제시합니다. 2:18에서는 한중 주요 배터리 제조업체의 수익성을 비교하고, 2:53에서는 CATL의 주가 및 PER 밴드를 분석합니다. 이 영상은 중국 주식 시장의 주도주와 관련된 주요 동향과 분석을 제공합니다. 중국 주식 투자에 관심이 있는 분들에게 유용한 정보를 제공할 것입니다."
4,[유토피아] AI는 Apple iphone의 줄임말? | 2024.5.17(금),"#apple #ai #openai

✨ 쏟아지는 AI 관련 홍수 속에서 꼭 알아야 할 Highlight를 엄선해드립니다.
✨ 이 콘텐츠 제작에 ChatGPT, Opus 등 각종 AI들이 활용되었습니다.

00:00 시작
00:08 진짜 시작
00:33 Open AI의
 Spring Update
04:40 GPT-4o의 성능
06:00 AI Peer Table


[▼관련 리포트 보기▼]

AI Weekly #15
https://securities.miraeasset.com/bbs...

AI Weekly #16
https://securities.miraeasset.com/bbs...


스마트머니 구독 : https://bit.ly/3lluWtU
챕터
모두 보기
시작
0:00
진짜 시작
0:08
Open AI의 Spring Update
0:33
GPT-4o의 성능
4:40
스크립트
스크립트를 보면서 시청하세요.
스크립트 표시
미래에셋 스마트머니
구독자 149만명
동영상
정보
페이스북
간략히",https://www.youtube.com/watch?v=GDHMzjCLSjk&list=PL1-YXgQy7nWx-kLXcBKDmf8IdGAdyAbpu&index=1,"이 영상에서는 ""AI는 Apple iPhone의 줄임말?""이라는 제목을 통해 AI와 Apple의 관계를 탐구합니다. 0:08에서 본격적으로 시작하며, 0:33에는 Open AI의 Spring Update에 대해 다룹니다. 이어서 4:40에는 최신 인공지능 모델 GPT-4o의 성능을 분석하고, 6:00에는 AI Peer Table에 대한 내용을 소개합니다. Open AI는 인공지능 연구소로 GPT-4o는 더욱 발전된 자연어 처리 능력을 자랑합니다. 이 영상은 AI 관련 주요 업데이트와 기술의 발전을 이해하는 데 도움을 줍니다. 결론적으로, AI의 최신 동향을 파악하고 싶다면 이 영상을 시청하는 것이 유용합니다."
5,[유토피아] 중국에서 먼저 완전자율주행 출시하는 테슬라? | 2024.5.3(금),"#테슬라 #마크저커버그 #ai #llama3 

✨ 쏟아지는 AI 관련 홍수 속에서 꼭 알아야 할 Highlight를 엄선해드립니다.
✨ 이 콘텐츠 제작에 ChatGPT, Opus 등 각종 AI들이 활용되었습니다.

00:00 시작
00:08 마크 저커버그의 Llama3
03:14 눈에 띄는 중화권 기업들
05:45 AI에서 빠지지 않는 테슬라
09:30 AI Peer Table


[▼관련 리포트 보기▼]

AI Weekly #13
https://securities.miraeasset.com/bbs...

AI Weekly #14
https://securities.miraeasset.com/bbs...

스마트머니 구독 : https://bit.ly/3lluWtU
챕터
모두 보기
시작
0:00
마크 저커버그의 Llama3
0:08
눈에 띄는 중화권 기업들
3:14
AI에서 빠지지 않는 테슬라
5:45
스크립트
스크립트를 보면서 시청하세요.
스크립트 표시
미래에셋 스마트머니
구독자 149만명
동영상
정보",https://www.youtube.com/watch?v=th-bayS5DkI&list=PL1-YXgQy7nWx-kLXcBKDmf8IdGAdyAbpu&index=2,"이 영상에서는 ""중국에서 먼저 완전자율주행 출시하는 테슬라?""라는 제목을 통해 테슬라의 자율주행 기술과 중국 시장에서의 전망을 다룹니다. 0:08에서는 마크 저커버그의 Llama3에 대해 다루고, 3:14에서는 중화권 기업들의 약진을 살펴봅니다. 5:45에서는 AI 기술 분야에서 빠지지 않는 테슬라에 대해 분석합니다. 이 영상은 AI와 자율주행 기술의 발전과 함께 중국 기업들과 테슬라의 경쟁을 이해하는 데 도움을 줍니다. 결론적으로, 이 영상은 미래의 자동차 산업에 대한 인사이트를 제공합니다."
6,[유토피아] 유튜브로 학습하고 있었던 Open AI? | 2024.04.19(금),"✨ 쏟아지는 AI 관련 홍수 속에서 꼭 알아야 할 Highlight를 엄선해드립니다.
✨ 이 콘텐츠 제작에 ChatGPT, Opus 등 AI가 활용되었습니다.

00:00 💹테슬라 주가 하락과 인력 감축 소식
01:09 💡AI와 자율주행 기술에 중점을 둔 주요 전략.
03:22 🤖AI 발전과 일론 머스크의 영향
05:14 💻 대규모 AI 생태계를 위한 거대한 투자와 마이크로소프트의 역할
06:26 🤖인공지능 개발에 있어서 스타게이트의 의미
08:30 🖥️하이퍼 스케일러 주문과 데이터 주권 소비, 개인 정보 논란
10:43 🔍빅테크의 데이터 및 AI 경쟁전, 소라의 역할

#AI 역량#자율 주행#로보틱스 # 3차원 AI#일론 머스크

[▼관련 리포트 보기▼]

AI Weekly #11
https://securities.miraeasset.com/bbs...

AI Weekly #12
https://securities.miraeasset.com/bbs...

GTC 2024 제대로 알기
https://sec",https://www.youtube.com/watch?v=g1WIY2Wvv_U&list=PL1-YXgQy7nWx-kLXcBKDmf8IdGAdyAbpu&index=3,"이 영상에서는 ""유튜브로 학습하고 있었던 Open AI?""라는 제목을 통해 Open AI의 발전과 그에 따른 영향을 다룹니다. 0:00에서는 테슬라의 주가 하락과 인력 감축 소식을 전하며, 1:09에서는 AI와 자율주행 기술에 중점을 둔 테슬라의 주요 전략을 분석합니다. 03:22에서는 AI 발전과 일론 머스크의 영향을 살펴보며, 05:14에서는 대규모 AI 생태계를 위한 거대한 투자와 마이크로소프트의 역할을 다룹니다. 06:26에서는 인공지능 개발에 있어서 스타게이트의 의미를 분석하고, 08:30에서는 하이퍼 스케일러 주문과 데이터 주권 소비, 개인 정보 논란을 다룹니다. 마지막으로 10:43에서는 빅테크의 데이터 및 AI 경쟁전과 소라의 역할을 살펴봅니다. 이 영상은 AI와 자율주행 기술의 발전과 그에 따른 주요 기업들의 전략과 영향을 이해하는 데 도움을 줍니다."
7,"[유토피아] 애플도 제친 엔비디아, 더 올라갈까? | 2024.6.7(금)","#엔비디아 #NVIDIA #apple #AI #AMD #Open AI

✨ 쏟아지는 AI 관련 홍수 속에서 꼭 알아야 할 Highlight를 엄선해드립니다.
✨ 이 콘텐츠 제작에 ChatGPT, Opus 등 각종 AI들이 활용되었습니다.

00:00 시작
00:03 애플 제친 엔비디아, 앞으로 어떻게 되나?
02:53 엔비디아의 과거(?) 라이벌 AMD 근황
05:55 호사다마 가득한 Open AI
09:32 AI Peer Table 


[▼관련 리포트 보기▼]

AI Weekly #18
https://securities.miraeasset.com/bbs...

AI Weekly #19
https://securities.miraeasset.com/bbs...


스마트머니 구독 : https://bit.ly/3lluWtU
챕터
모두 보기
시작
0:00
애플 제친 엔비디아, 앞으로 어떻게 되나?
0:03
엔비디아의 과거(?) 라이벌 AMD 근황
2:53
호사다마 가득한 Open AI
5:55
스크립트
스",https://www.youtube.com/watch?v=Oo5hX3dfDxk&list=PL1-YXgQy7nWx-kLXcBKDmf8IdGAdyAbpu&index=4,"이 영상에서는 ""애플도 제친 엔비디아, 더 올라갈까?""라는 제목을 통해 최근 주목받고 있는 엔비디아의 미래에 대해 탐구합니다. 0:03부터 엔비디아의 과거 라이벌이었던 AMD의 근황을 살펴보고, 2:53에는 Open AI의 현재 상황을 분석합니다. 5:55에는 AI Peer Table을 통해 엔비디아와 다른 기업들을 비교합니다. 이 영상은 엔비디아와 관련된 주요 이슈와 기술적 발전을 이해하는 데 도움을 줍니다. 결론적으로, 엔비디아의 미래에 대해 관심이 있다면 이 영상을 시청하는 것이 유용합니다."
8,[GTC2024] Ep04. 메타버스 말고 이젠 디지털 트윈 | 2024.04.26(금),"엔비디아가 개최한 
세계 최대 인공지능(AI) 콘퍼런스인 'GTC 2024'에 다녀왔습니다
생생한 현장 분위기 함께 하시죠!👀👀

✅출연
한종목 선임연구위원(미래에셋증권 디지털리서치팀)
김은지 연구위원(미래에셋증권 디지털리서치팀)

✅빨리가기
00:00 시작
00:19 옴니버스
01:56 디지털트윈을 만드는 이유는?
02:57 엔비디아의 전략
05:21 옴니버스와 AOUSD의 한국 사례
09:52 엔비디아의 자율주행 고도화 전략
11:33 OVX에서 로봇이 시뮬레이션 되는 과정
11:59 테슬라VS엔비디아
14:21 클로징

✅보고서 바로가기
GTC 2024 제대로 알기
https://securities.miraeasset.com/bbs...

* 본 영상은 미래에셋증권이 발행한 조사분석자료에 기반하였습니다.
* 본 영상 및 조사분석자료의 지적재산권은 당사에 있으므로 당사의 허락 없이 무단 복제 및 배포할 수 없습니다.
* 본 영상에서 사용된 조사분석자료는 미래에셋증권이 신뢰할 수 있는 자료 및 정보로부",https://www.youtube.com/watch?v=dW0-nkdK9IU&list=PL1-YXgQy7nWzv6QWiOxosel_RB5h_YGI5&index=1,"이 영상에서는 ""메타버스 말고 이젠 디지털 트윈""이라는 제목을 통해 디지털 트윈 기술의 현재와 미래를 살펴봅니다. 0:19에서는 엔비디아의 옴니버스 플랫폼을 소개하고, 1:56에서는 디지털 트윈을 만드는 이유와 이점에 대해 다룹니다. 2:57에서는 엔비디아의 디지털 트윈 전략을 소개하고, 5:21에서는 한국에서의 옴니버스와 AOUSD 활용 사례를 살펴봅니다. 9:52에서는 엔비디아의 자율주행 고도화 전략을 소개하고, 11:33에서는 OVX에서 로봇 시뮬레이션 과정을 설명합니다. 마지막으로 11:59에서는 테슬라와 엔비디아의 자율주행 기술을 비교하며 마무리합니다. 이 영상은 디지털 트윈 기술과 관련된 주요 내용을 포괄적으로 다루고 있어, 디지털 트윈에 대한 전반적인 이해를 높이고자 하는 분들에게 유용합니다."
9,[GTC2024] Ep03. NIM은 뉘신지...? | 2024.04.24(수),"엔비디아가 개최한 
세계 최대 인공지능(AI) 콘퍼런스인 'GTC 2024'에 다녀왔습니다
생생한 현장 분위기 함께 하시죠!👀👀

✅출연
한종목 선임연구위원(미래에셋증권 디지털리서치팀)
김은지 연구위원(미래에셋증권 디지털리서치팀)

✅빨리가기
00:00 시작
00:07 오프닝
00:55 NIM
01:16 NeMo
07:53 엔비디아가 AI 비즈니스를 하려는 고객군
10:54 NIM의 활용
13:43 NIM의 활용 : 게임·헬스케어
14:30 NIM과의 상관관계

✅보고서 바로가기
GTC 2024 제대로 알기
https://securities.miraeasset.com/bbs...

* 본 영상은 미래에셋증권이 발행한 조사분석자료에 기반하였습니다.
* 본 영상 및 조사분석자료의 지적재산권은 당사에 있으므로 당사의 허락 없이 무단 복제 및 배포할 수 없습니다.
* 본 영상에서 사용된 조사분석자료는 미래에셋증권이 신뢰할 수 있는 자료 및 정보로부터 얻은 것이나, 당사가 그 정확성이나 완전성을 보장할 수 없으므",https://www.youtube.com/watch?v=yxgVZspYb4k&list=PL1-YXgQy7nWzv6QWiOxosel_RB5h_YGI5&index=2,"이 영상에서는 ""NIM은 뉘신지...?""라는 제목으로 엔비디아가 개최한 세계 최대 인공지능(AI) 콘퍼런스인 'GTC 2024'에 대해 다룹니다. 0:55에서는 NIM에 대해 소개하고, 1:16에서는 NeMo에 대해 설명합니다. 07:53에서는 엔비디아가 AI 비즈니스를 하려는 고객군에 대해 다루고, 10:54에서는 NIM의 활용에 대해 이야기합니다. 13:43에서는 NIM의 활용 예시로 게임과 헬스케어를 들고, 14:30에서는 NIM과의 상관관계에 대해 분석합니다. 이 영상은 인공지능 분야의 최신 기술과 트렌드를 이해하는 데 도움을 주며, 특히 NIM과 NeMo에 대한 상세한 설명을 제공합니다."
